code	control_number	profession	description
4223	4.0	Телефонисты 	" Телефонисты осуществляют телефонную связь с помощью
коммутаторов и пультов, принимают телефонные вызовы и сообщения о
проблемах обслуживания, а также регистрируют и передают сообщения
сотрудникам или клиентам.
В их обязанности входит:
- обслуживание распределительных
щитов и пультов для подключения, удержания, передачи и отсоединения
телефонных звонков;
- установление связи для исходящих вызовов;
- распределение телефонных звонков и запись сообщений;
- переадресация сообщений на
сотрудников или клиентов;
- исследование проблем операционной системы и
информирование ремонтных служб.
Примеры занятий, отнесенных к данной начальной группе:
Оператор-телефонист
Оператор телефонного коммутатора
"
4224	8.0	Служащие, встречающие и регистрирующие клиентов в отелях (гостиницах) 	" Служащие, встречающие и
регистрирующие клиентов в отелях (гостиницах), осуществляют прием и
регистрацию гостей в гостиницах и других учреждениях, предоставляющих
услуги по размещению. Они осуществляют выделение номеров, выдачу
ключей, предоставляют информацию о гостиничных услугах, бронируют
номера, ведут учет номеров, готовых к заселению, информируют клиентов
о правилах проживания и получают оплату за проживание.
В их обязанности входит:
- проведение инвентаризации номеров, готовых к
заселению, бронирование и закрепление номеров;
- регистрация прибывающих гостей, предоставление
номеров; проверка кредитоспособности клиентов и выдача ключей от
комнат;
- предоставление информации о
гостиничных и иных доступных услугах;
- предоставление информации о наличии свободных номеров
и бронирование номеров;
- удовлетворение запросов гостей по
хозяйственному и техническому обслуживанию, а также поступивших
жалоб;
- решение проблем хозяйственного и технического
обслуживания при их возникновении у клиентов;
- составление и проверка гостевых учетных записей с
использованием компьютеризированной или рукописной системы;
- получение и пересылка сообщений лично, с помощью
телефона или телефонного коммутатора;
- анализ информации об отъезде гостей и прием платежей.
Примеры занятий, отнесенных к данной начальной группе:
Администратор гостиницы
Портье в отеле
"
4225	1.0	Служащие по проведению опросов потребителей 	" Служащие по проведению опросов
потребителей осуществляют личный, письменный, по электронной почте и
телефонный опрос о жалобах на продукцию предприятий, услуги и
политику, предоставляют информацию и направляют людей к другим
источникам. Они работают в тех местах, где возможен непосредственный
контакт с клиентами или с производителями товаров и услуг.
В их обязанности входит:
- опрос потребителей о товарах,
услугах и политике и предоставление информации об их наличии,
местонахождении, ценах и других смежных вопросах;
- ответы на запросы о проблемах и предоставление
консультативных услуг, информации и помощи;
- запись информации о запросах и жалобах;
- переадресация коллективных
запросов руководителям или экспертам-консультантам;
- выпуск соответствующих форм, комплектов
информационных материалов и брошюр для заинтересованных сторон.
Примеры занятий, отнесенных к данной начальной группе:
Служащий общества по защите прав потребителей
Служащий по проведению опросов потребителей
"
4226	5.0	Служащие в приемной (общего профиля) 	" Служащие в приемной (общего
профиля) встречают и приветствуют посетителей, клиентов или гостей,
отвечают на их запросы и просьбы, включая организацию встреч.
В их обязанности входит:
- встреча и приветствие
посетителей, гостей и клиентов;
- назначение встреч для клиентов;
- ведение телефонных переговоров, касающихся
предоставления информации или назначения встреч;
- направление клиентов на нужное место или на встречу с
нужным лицом;
- предоставление информационных буклетов, брошюр или
карт.
Примеры занятий, отнесенных к данной начальной группе:
Служащий по приему клиентов в медицинском офисе
Служащий-координатор в приемной
Некоторые родственные занятия, отнесенные к другим
начальным группам:
Медицинский статистик - 3344
Служащий в приемной отеля - 4224
"
4227	9.0	Служащие по проведению социологических опросов и изучению конъюнктуры рынка 	" Служащие по проведению социологических опросов и
изучению конъюнктуры рынка берут интервью у людей и записывают их
ответы на вопросы обследования и исследования рынка по широкому кругу
направлений.
В их обязанности входит:
- контактирование с людьми по телефону или при личной
встрече и объяснение им цели интервью;
- проведение опроса в соответствии с содержанием анкет
и целями обследования;
- запись ответов на бумаге или
введение ответов непосредственно в компьютерную базу данных по
компьютерной системе проведения опросов;
- выявление и устранение несоответствий в ответах;
- обеспечение обратной связи со спонсорами обследования
по проблемам получения достоверных данных.
Примеры занятий, отнесенных к данной начальной группе:
Интервьюер по изучению общественного мнения
Интервьюер по исследованиям рынка
Интервьюер по обследованиям
"
4229	6.0	Служащие по информированию клиентов, не входящие в другие группы 	" Эта начальная группа включает
служащих по информированию клиентов, не входящих в другие группы
малой группы 422 Служащие по информированию клиентов. Например, она
включает работников, которые получают и обрабатывают информацию от
клиентов, необходимую для определения права на получение услуг.
В их обязанности входит:
- опрос пациентов для получения и обработки информации,
касающейся предоставления больничных услуг;
- опрос претендентов на
государственную помощь для сбора информации, относящейся к их охвату
этой помощью;
- проверка точности предоставляемой информации;
- инициирование процедуры выдачи, изменения, отказа или
прекращения помощи;
- предоставление информации и
ответы на вопросы, касающиеся льгот и претензий по процедурам
предоставления помощи;
- направление пациента или заявителя в другие
организации, если они не имеют права на услуги.
Примеры занятий, отнесенных к данной начальной группе:
Консультант по установлению прав на льготы и услуги
Служащий по организации госпитализации
Служащий по претензиям на предоставление услуг
"
431	2.0	Служащие, обрабатывающие числовую информацию 	" Служащие, обрабатывающие числовую информацию, получают,
собирают и производят расчеты по бухгалтерскому учету, обработку
бухгалтерской, статистической, финансовой и другой цифровой
информации, а также берут на себя ответственность за кассовые
операции, связанные с ведением бизнеса.
Выполняемые
обязанности работников данной малой группы обычно включают: помощь в
осуществлении бухгалтерского учета, бухгалтерских расчетов и
отчетности; проведение расчетов затрат на единицу продукции; расчет
заработной платы и в некоторых случаях выплату заработной платы, взяв
на себя ответственность за кассовые операции, связанные с бизнесом;
получение, составление и вычисление статистических или актуарных
данных; выполнение канцелярских задач, связанных с финансовыми
операциями в страховой организации, банковском или аналогичном
учреждении.
Занятия данной малой группы подразделяются на следующие
начальные группы:
4311 Служащие по бухгалтерским
операциям и учету
4312 Служащие по обработке статистической, финансовой и
страховой информации и ведению расчетов
4313 Служащие по учету рабочего
времени и расчету заработной платы
"
4311	6.0	Служащие по бухгалтерским операциям и учету 	" Служащие по бухгалтерским операциям и учету проводят
вычисления, осуществляют классификацию и запись цифровых данных по
ведению финансовой документации. Они выполняют любые определенные
порядком расчеты, перенесение и размещение показателей и выполняют
обязанности по получению первичных финансовых данных для их
использования в ведении бухгалтерского учета.
В их обязанности входит:
- проверка цифр, их регистрация и
проверка документов для правильного ввода, обеспечения математической
точности и надлежащего кодирования;
- работа на компьютере с бухгалтерским программным
обеспечением для записи, хранения и анализа информации;
- классификация, регистрация и обобщение численных и
финансовых данных для составления и ведения финансовой документации с
использованием журналов, книг и компьютеров;
- проведение расчетов, подготовка и
выдача векселей, счетов-фактур, выписок со счетов и другой финансовой
отчетности в соответствии с установленными процедурами;
- составление статистической,
финансовой, бухгалтерской и аудиторской отчетности и таблиц,
относящихся к таким вопросам, как денежные поступления, расходы,
дебиторская и кредиторская задолженность, а также прибыль и убытки.
Примеры занятий, отнесенных к данной начальной группе:
Бухгалтерский служащий по первичному учету
Служащий по вычислению стоимостных затрат
Счетовод
Некоторые родственные занятия, отнесенные к другим
начальным группам:
Помощник бухгалтера - 3313
Помощник по ведению бухгалтерского учета - 3313
"
4312	8.0	Служащие по обработке статистической, финансовой и страховой информации и ведению расчетов 	" Служащие по обработке
статистической, финансовой и страховой информации и ведению расчетов
получают, собирают и обсчитывают статистические или актуарные данные
или выполняют канцелярские задачи, связанные с деятельностью
страховых учреждений, банков и других финансовых учреждений.
В их обязанности входит:
- обработка страховых списков, ведение данных об отмене
и утверждении сделок, изменении в политике и платежах;
- получение и обобщение
статистических или актуарных данных на основе регулярных или
специальных источников информации;
- расчет суммы, средних значений, процентов и других
показателей, представление их в требуемой табличной форме;
- подготовка финансовых документов,
а также начисление процентов, брокерских сборов и задолженности по
налогам и сборам;
- ведение учета облигаций, акций и других ценных бумаг,
купленных или проданных по поручению клиентов или работодателя.
Примеры занятий, отнесенных к данной начальной группе:
Брокерский служащий
Налоговый служащий
Служащий по актуарным расчетам
Служащий по страхованию
Служащий по ценным бумагам
Финансовый служащий
Некоторые родственные занятия, отнесенные к другим
начальным группам:
Брокер по продаже ценных бумаг -
3311
Помощник по ведению бухгалтерского учета - 3313
Торговый брокер - 3324
Бухгалтерский служащий - 4311
Служащий по учету - 4311
"
4313	3.0	Служащие по учету рабочего времени и расчету заработной платы 	" Служащие по учету рабочего времени и расчету заработной
платы осуществляют сбор, проверку и обработку информации для
начисления заработной платы и других выплат в соответствии с
положениями об оплате и стимулировании труда, другими документами,
регулирующими социально-трудовые отношения, рассчитывают размер
выплат и пособий работникам отделов, компаний или других образований
с учетом их статуса.
В их обязанности входит:
- ведение учета рабочего времени
сотрудников, отпусков и сверхурочных для расчета заработной платы и
пособий, используя ручной расчет или компьютеризированную систему;
- подготовка и проверка положений о заработной плате
работников с указанием валовой и чистой заработной платы и
отчислений, таких как налоги, профсоюзные, страховые и пенсионные
взносы;
- подготовка платежей сотрудникам и выплаты пособий
посредством чека или электронного перевода;
- рассмотрение табелей учета
рабочего времени, графиков работы, расчета заработной платы и другой
информации для обнаружения и устранения ошибок в определении размера
заработной платы;
- проверка рабочего времени,
количества отработанных часов и оплата расхождений, внесение
корректирующей информации в соответствующую документацию.
Примеры занятий, отнесенных к данной начальной группе:
Служащий по расчету зарплаты
Табельщик
Примеры занятий, отнесенных к данной начальной группе:
Помощник бухгалтера - 3313
Помощник по ведению бухгалтерского учета - 3313
Бухгалтерский служащий - 4311
Служащий по учету - 4311
"
432	5.0	Служащие, занятые учетом материалов и транспортных перевозок 	" Служащие,
занятые учетом материалов и транспортных перевозок, ведут учет
произведенных, закупленных, складированных, отгруженных товаров, а
также материалов, необходимых для производства в соответствии с
планами, или ведут учет транспортных услуг и согласовывают сроки
осуществления пассажирских и грузовых перевозок.
Выполняемые обязанности работников
данной малой группы обычно включают: осуществление учета
произведенных, отправленных на склад, укомплектованных и отгруженных
товаров; учет полученных материалов, направленных на склад или
выданных; определение количества производственных материалов,
необходимых к определенному временному сроку, и помощь в подготовке и
проверке графиков производственной деятельности; ведение учета
транспортных услуг и координацию сроков пассажирских и грузовых
перевозок.
Занятия данной малой группы
подразделяются на следующие начальные группы:
4321 Служащие, занятые учетом, приемом и выдачей
товаров на складе
4322 Служащие, занятые диспетчерской подготовкой
производства
5323 Служащие по транспортным перевозкам
"
4321	9.0	Служащие, занятые учетом, приемом и выдачей товаров на складе 	" Служащие, занятые учетом, приемом и выдачей товаров на
складе, ведут учет произведенных товаров и полученных материалов для
производства, взвешивают, выдают, отгружают или направляют на склад.
В их обязанности входит:
- организация и контроль получения
и отправки товара и ведение соответствующей документации;
- ведение складских учетных записей, проверка запасов
товаров, оценка потребностей и принятие заявок на новые партии для
складирования;
- получение, хранение и выдача инструментов, запасных
частей или другого оборудования и ведение соответствующего учета;
- взвешивание полученных, выданных, произведенных или
отправленных товаров и ведение соответствующих записей;
- проведение инвентаризации мебели
и других предметов, полученных на хранение.
Примеры занятий, отнесенных к данной начальной группе:
Весовщик
Кладовщик
Служащий по сопровождению грузов
Учетчик по отгрузке товаров (на складе)
"
4322	2.0	Служащие, занятые диспетчерской подготовкой производства 	" Служащие, занятые диспетчерской
подготовкой производства, рассчитывают количество материалов,
необходимых к определенному временному периоду производства,
строительства или реализации аналогичных программ, а также
осуществляют подготовку и проверку графиков поставок сырья,
материалов, комплектующих в соответствии с программами производства
от внешних поставщиков и между производственными участками.
В их обязанности входит:
- расчет количества, качества и видов сырья,
материалов, комплектующих, необходимых для выполнения
производственной программы;
- оперативный контроль выполнения графиков поставки
требуемых материалов, гарантирующих обеспеченность ими в соответствии
с ходом производственного процесса, и ведение соответствующих
документов;
- подготовка или оказание помощи в
подготовке графиков производственной загрузки на основе заказов от
клиентов, обеспечение полного использования производственных
мощностей и производительности труда;
- диагностика и мониторинг нарушений хода
производственного процесса;
- учет и координация стадий обработки и движения сырья
и материалов между подразделениями;
- подготовка отчетов о ходе производственных процессов.
Примеры занятий, отнесенных к данной начальной группе:
Оператор диспетчерской службы
Служащий по графикам поставки (материалов)
Служащий по диспетчерскому учету производства
"
4323	6.0	Служащие по транспортным перевозкам 	" Служащие по транспортным перевозкам
ведут регулирование оперативной деятельности на транспорте,
согласовывают и контролируют сроки выполнения железнодорожных,
автомобильных и воздушных пассажирских и грузовых перевозок, а также
готовят отчеты для руководства.
В их обязанности входит:
- ведение оперативного производственного учета
эксплуатации транспортных средств и координация сроков пассажирских и
грузовых перевозок;
- управление традиционными
маршрутами транспортных средств внутри отделения или зоны,
координация их перемещений, ведение соответствующего учета;
- проверка правильности оформления
первичных документов при осуществлении транспортных перевозок;
- координация и учет оперативной деятельности в области
транспортных перевозок, например, распределение и планирование
движения транспортных средств и работы водителей, погрузка и
разгрузка транспортных средств и хранение грузов в пути;
- координация и учет оперативной деятельности в области
воздушного пассажирского и грузового транспорта, составление списков
пассажиров и грузовых деклараций;
- подготовка отчетов для
руководства.
Примеры занятий, отнесенных к данной начальной группе:
Дежурный по депо подвижного состава
Диспетчер учетный (транспортные услуги)
Оператор службы перевозок
"
441	4.0	Другие офисные служащие 	" Другие офисные служащие сортируют и
доставляют почту, готовят файлы документов, информацию для обработки,
ведут кадровый учет, проверяют материалы на соответствие исходным
оригиналам, оказывают помощь при написании писем, заявлений и
заполняют формы от имени лиц, не умеющих читать или писать на
официально установленном языке, при оформлении прав на услуги и
льготы, при заполнении государственных и иных официальных форм, а
также выполняют другие различные специализированные технические
обязанности.
Выполняемые
обязанности работников данной малой группы обычно включают: запись
информации, касающейся приобретения, выдачи и возвращения
библиотечных книг; классификацию и подачу различных документов и
других материалов; ведение кадрового учета; сортировку, учет и
доставку почты из почтовых отделений, а также внутри предприятия и
вовне; кодирование; исправление свидетельских показаний; выполнение
ряда различных технических функций; оформление заявлений и писем при
оказании помощи людям в оформлении прав на услуги и льготы.
Занятия данной малой группы подразделяются на следующие
начальные группы:
4411 Служащие библиотек
4412 Разносчики и сортировщики почты
4413 Кодировщики, корректоры и другие родственные
служащие
4415 Регистраторы и копировщики
4416 Служащие по ведению кадровой документации
4419 Офисные служащие, не входящие в другие группы
"
4411	8.0	Служащие библиотек 	" Служащие
библиотек выдают и получают библиотечные материалы, сортируют и
размещают на полках книги, аудио- и видеозаписи, периодические
издания, брошюры, газеты и журналы и предоставляют пользователям
библиотеки общую информацию о ней.
В их обязанности входит:
- выдача и получение библиотечных книг и других
материалов и заполнение формуляров;
- размещение книг и других материалов библиотеки на
полках, ведение систематического и алфавитного каталогов;
- выполнение канцелярской работы, такой как ручное и
электронное заполнение бланков, обработка и иногда набор текстов;
- ведение журналов на подписку и оформление поступивших
изданий;
- оказание помощи пользователям
библиотеки в доступе к основным материалам библиотеки и обеспечение
работы межбиблиотечного абонемента;
- ведение библиотечной документации, связанной с
приобретением, списанием и движением книг и других изданий.
Примеры занятий, отнесенных к данной начальной группе:
Библиотечный служащий
Помощник библиотекаря
"
4412	1.0	Разносчики и сортировщики почты 	" Разносчики и сортировщики почты
выполняют сортировку, учет, доставку и другие обязанности почтовой
службы в почтовых отделениях или связанных с ней организациях, а
также внутри учреждения и вовне.
В их обязанности входит:
- выполнение обработки почты в
государственных почтовых отделениях или частных учреждениях доставки
почты;
- сортировка и доставка почты в частные дома и
организации;
- предоставление отчетов, подтверждающих доставку, по
запросу клиента;
- сортировка и хранение простой входящей и исходящей
корреспонденции и отправка исходящей почты в различные учреждения.
Примеры занятий, отнесенных к данной начальной группе:
Перевозчик-доставщик почты
Почтальон
Сортировщик почты
"
4413	5.0	Кодировщики, корректоры и другие родственные служащие 	" Кодировщики, корректоры и другие
родственные служащие кодируют информацию, проверяют и исправляют
корректуру, а также выполняют ряд различных канцелярских
обязанностей.
В их обязанности входит:
- кодирование информации и классификация информации в
соответствии с кодами в целях последующей обработки данных;
- проверка гранок текстов и связанных с ними
материалов, подготовленных к печати, сравнение с оригиналом,
исправление ошибок и маркировка текстов для принтера в соответствии с
установленными правилами;
- сортировка печатных форм и
маркировка их идентификационных номеров;
- сортировка документов для подачи или подбор страниц;
- адресация циркуляров, рекламных
проспектов и конвертов вручную.
Примеры занятий, отнесенных к данной начальной группе:
Служащий - кодировщик
Служащий - корректор
"
4415	2.0	Регистраторы и копировщики 	" Регистраторы и копировщики регистрируют
корреспонденцию, карточки, счета, квитанции и другие документы в
алфавитном или числовом порядке, или в соответствии с используемой
системой учета. Они находят материал и забирают его из файла в случае
необходимости ксерокопирования, сканирования или передачи документов
по факсу.
В их обязанности входит:
- сортировка и классификация
материалов в соответствии с руководствами, которые устанавливают
содержание, цели, пользовательские критерии, или хронологическим,
алфавитным или цифровым порядком;
- размещение материалов в ящики, шкафы и коробки для
хранения документов;
- обнаружение и извлечение материалов из файлов по
запросу;
- ведение учета материалов, хранящихся в делах и
извлеченных;
- ксерокопирование, сканирование или передача
документов по факсу.
Примеры занятий, отнесенных к данной начальной группе:
Служащий - копировщик
Служащий - регистратор
"
4416	6.0	Служащие по ведению кадровой документации 	" Служащие по ведению кадровой
документации ведут и обновляют кадровый учет, включающий такую
информацию, как перевод и продвижение по службе, служебная аттестация
персонала, использованные и накопленные отпуска сотрудников,
заработная плата, квалификация и профессиональная подготовка.
В их обязанности входит:
- обновление информации о стаже работы, зарплате,
аттестации, квалификации и профессиональной подготовке, отпусках,
использованных и накопленных;
- ведение записей, касающихся вновь
назначенных работников, и проверка полноты информации;
- рассмотрение заявок на занятость и продвижение по
службе, консультирование заявителей о результатах;
- получение и ответы на запросы о
занятости в соответствии с нормами и условиями;
- рассылка предложений о приеме на работу и объявлений
о вакансиях и испытаниях;
- поддержание и обновление руководств и систем
автоматизированной подачи и регистрации, а также составление и
подготовка докладов и документов, относящихся к деятельности
персонала;
- хранение документации и извлечение материалов
кадрового учета и файлов по запросу.
Примеры занятий, отнесенных к данной начальной группе:
Инспектор по кадрам
Помощник по кадрам
Служащий по кадрам
"
4419	7.0	Офисные служащие, не входящие в другие группы 	" Эта начальная группа включает
офисных служащих, не входящих в другие группы основной группы 4
Служащие, занятые подготовкой и оформлением документации, учетом и
обслуживанием. Например, данная группа включает работников, ведущих
переписку, делающих вырезки из прессы и работающих с публикациями.
В их обязанности может входить:
- получение заказов клиентов на сортировку рекламы,
написание и редактирование копии материалов, расчет рекламных тарифов
и выставление счетов клиентам;
- ведение деловой переписки,
включающей ответы на запросы о предоставлении информации и помощи,
требования о возмещении ущерба, кредитные и платежные запросы и
служебные жалобы;
- содействие в подготовке
периодических изданий, рекламных объявлений, каталогов, справочников
и других материалов для публикации;
- чтение газет, журналов, пресс-релизов и других
публикаций с целью поиска опубликованных статей, представляющих
интерес для сотрудников и клиентов.
Примеры занятий, отнесенных к данной начальной группе:
Пресс-клипер
Рекламный служащий
Служащий по корреспонденции
Служащий по публикациям
Служащий по составлению справочников
"
511	2.0	Обслуживающий персонал в путешествиях, на общественном транспорте и гиды 	" Обслуживающий персонал в путешествиях, на общественном
транспорте и гиды оказывают различные индивидуальные услуги,
связанные с путешествиями на самолете, в поезде, на судне, в автобусе
или других транспортных средствах, а также с сопровождением отдельных
лиц или групп лиц в туристических поездках, при осмотре
достопримечательностей и на экскурсиях.
Выполняемые обязанности обычно
включают: обеспечение комфорта и безопасности пассажиров; раздачу еды
и закусок; предоставление информации и ответов на вопросы, связанные
с поездкой; сбор или выдачу билетов в общественном транспорте;
сопровождение отдельных лиц или групп лиц при осмотре
достопримечательностей или на экскурсиях, а также предоставление
информации об интересных местах.
Занятия этой малой группы входят в следующие начальные
группы:
5111 Проводники железнодорожного вагона,
бортпроводники, стюарды
5112 Кондукторы общественного
транспорта
5113 Гиды
"
